"Track URI","Track Name","Album Name","Artist Name(s)","Release Date","Duration (ms)","Popularity","Explicit","Genres","Record Label","Danceability","Energy","Key","Loudness","Mode","Speechiness","Acousticness","Instrumentalness","Liveness","Valence","Tempo","Time Signature"
"spotify:track:1k2pQc5i348DCHwbn5KTdc","Pink Pony Club","The Rise and Fall of a Midwest Princess","Chappell Roan","2023-09-22","258034","83","False","pop","Chappell Roan PS/ Island","0.61","0.65","6","-6.199","1","0.0474","0.399","0","0.11","0.507","106.719","4"
"spotify:track:4LKYOetuIF5c9XjeLBL9av","Naked In Manhattan","The Rise and Fall of a Midwest Princess","Chappell Roan","2023-09-22","211057","74","True","pop","Chappell Roan PS/ Island","0.771","0.704","1","-5.098","1","0.0315","0.0835","0","0.0935","0.55","118.01","4"
"spotify:track:6dA1JQt3f3meGzahhNN75m","California","The Rise and Fall of a Midwest Princess","Chappell Roan","2023-09-22","198089","61","False","pop","Chappell Roan PS/ Island","0.454","0.363","1","-10.037","1","0.0585","0.566","0","0.0788","0.361","129.974","4"
"spotify:track:0q8TNCQhwnDwnzq38IVV4l","Guilty Pleasure","The Rise and Fall of a Midwest Princess","Chappell Roan","2023-09-22","224583","61","False","pop","Chappell Roan PS/ Island","0.555","0.599","2","-4.059","1","0.0413","0.0275","0","0.269","0.412","124.054","4"
"spotify:track:679vv2erCk6i6yR0YkcygB","0%","DUAL","SANTOS BRAVOS","2026-03-13","173666","62","False","latino","Republic Records - SANTOS BRAVOS","0.801","0.786","1","-5.559","1","0.1","0.558","2.76E-6","0.0889","0.831","119.987","4"
"spotify:track:2ynQRW3Pw2DmxBZCAzU8Q8","WOW","DUAL","SANTOS BRAVOS","2026-03-13","172266","68","False","latino","Republic Records - SANTOS BRAVOS","0.693","0.691","1","-4.331","1","0.172","0.0408","1.46E-6","0.111","0.661","84.73","4"
"spotify:track:4gHWdRP5ocZkEhq1iDStoI","MHM","DUAL","SANTOS BRAVOS","2026-03-13","139400","71","False","latino","Republic Records - SANTOS BRAVOS","0.76","0.885","9","-3.569","1","0.0691","0.336","0.00202","0.115","0.495","120.053","4"
"spotify:track:7lH8OQPKs4sZl8D6F87RYS","KAWASAKI","DUAL","SANTOS BRAVOS","2026-03-13","157333","63","False","latino","Republic Records - SANTOS BRAVOS","0.695","0.681","1","-4.86","1","0.0362","0.139","1.36E-5","0.81","0.304","144.926","4"
"spotify:track:3J8uUvHttFs8zlYxoiPVe3","VELOCIDADE","DUAL","SANTOS BRAVOS","2026-03-13","133746","76","False","latino","Republic Records - SANTOS BRAVOS","0.849","0.824","1","-5.029","1","0.0778","0.0647","0.000117","0.106","0.856","123.01","4"
"spotify:track:6Js3EC2bEdpdqT8ALuBSVk","FE","DUAL","SANTOS BRAVOS","2026-03-13","181466","66","False","latino","Republic Records - SANTOS BRAVOS","0.526","0.459","2","-7.443","1","0.0509","0.503","0","0.121","0.206","163.72","3"
"spotify:track:4rwMtWf0ZanBaavUKROaXe","MITO","Moodswings In This Order","DPR IAN","2021-03-11","99040","44","False","rap","DREAM PERFECT REGIME (DPR)","0.626","0.73","11","-6.989","1","0.0484","0.0867","0.0927","0.11","0.462","144.969","4"
"spotify:track:6syar8JKCt3R9ZBl11zmgI","So Beautiful","Moodswings In This Order","DPR IAN","2021-03-11","187226","63","False","rap","DREAM PERFECT REGIME (DPR)","0.806","0.735","7","-4.833","0","0.0491","0.281","0.000351","0.0722","0.788","122.025","4"
"spotify:track:6cvbvXaRbQcuv54SjYXP86","Dope Lovers","Moodswings In This Order","DPR IAN","2021-03-11","200373","60","False","rap","DREAM PERFECT REGIME (DPR)","0.641","0.799","9","-5.661","1","0.0479","0.26","0","0.192","0.805","160.008","4"
"spotify:track:4lpvCG7eNzHAXwvMxWUNjz","No Blueberries","Moodswings In This Order","DPR IAN;DPR LIVE;CL","2021-03-11","185106","61","False","rap, pop","DREAM PERFECT REGIME (DPR)","0.721","0.617","4","-6.178","0","0.0386","0.507","0","0.252","0.902","148.032","4"
"spotify:track:2qwplOI7upNGwg2mLVrraw","Nerves","Moodswings In This Order","DPR IAN","2021-03-11","195013","61","False","rap","DREAM PERFECT REGIME (DPR)","0.627","0.662","11","-4.773","0","0.035","0.264","0","0.115","0.321","140.007","4"
"spotify:track:4LkXtklCusSbi6UxYWgH8B","Scaredy Cat","Moodswings In This Order","DPR IAN","2021-03-11","170800","58","False","rap","DREAM PERFECT REGIME (DPR)","0.801","0.686","5","-4.252","0","0.0414","0.133","0","0.0882","0.885","120.007","4"
"spotify:track:3Gh9maavHOFRoRkzVw0a6Q","Welcome To The Show","Moodswings In This Order","DPR IAN","2021-03-11","205213","51","False","rap","DREAM PERFECT REGIME (DPR)","0.486","0.482","8","-5.608","1","0.0249","0.701","0","0.351","0.229","83.922","4"
"spotify:track:21bty2KT6tMsceRDsuORBy","No Silhouette","Moodswings In This Order","DPR IAN","2021-03-11","149013","49","False","rap","DREAM PERFECT REGIME (DPR)","0.552","0.696","1","-5.656","1","0.0525","0.212","0.00809","0.172","0.452","124.927","4"
"spotify:track:63fKobYkOInUrQL1Kb1oME","Seraph","Moodswings In To Order","DPR IAN","2022-07-29","146026","47","False","rap","DREAM PERFECT REGIME (DPR)","0.273","0.401","1","-9.675","1","0.0325","0.784","0.078","0.112","0.0405","94.224","4"
"spotify:track:7I8fc2jrGKXtlWFYrV9ZIq","1 Shot","Moodswings In To Order","DPR IAN","2022-07-29","144306","51","False","rap","DREAM PERFECT REGIME (DPR)","0.668","0.762","11","-5.508","0","0.0614","0.263","0.00208","0.0974","0.496","170.033","4"
"spotify:track:0nEsLR5KTySCO9CfyC2yjg","Mood","Moodswings In To Order","DPR IAN","2022-07-29","182480","59","False","rap","DREAM PERFECT REGIME (DPR)","0.669","0.452","4","-8.842","0","0.0517","0.5","2.73E-6","0.119","0.279","97.992","4"
"spotify:track:7hu1jbKiv9hHkjeeZ1L1TB","Miss Understood","Moodswings In To Order","DPR IAN","2022-07-29","200880","51","True","rap","DREAM PERFECT REGIME (DPR)","0.516","0.616","6","-9.584","0","0.0402","0.526","0.0318","0.111","0.792","117.905","4"
"spotify:track:0K4p7uv5Pw5NE8LrF6HE7q","Avalon","Moodswings In To Order","DPR IAN","2022-07-29","195653","54","False","rap","DREAM PERFECT REGIME (DPR)","0.734","0.59","6","-8.846","1","0.0351","0.582","0.000524","0.117","0.479","120.049","4"
"spotify:track:20TNOr28Qj4kuOfzYRNXKn","Merry Go","Moodswings In To Order","DPR IAN","2022-07-29","190426","57","False","rap","DREAM PERFECT REGIME (DPR)","0.57","0.64","8","-7.16","0","0.0603","0.497","0.00488","0.263","0.337","146.685","4"
"spotify:track:2DRLpcA0XTBRt2T2IRUHJO","Ribbon","Moodswings In To Order","DPR IAN","2022-07-29","215320","50","True","rap","DREAM PERFECT REGIME (DPR)","0.791","0.657","10","-5.92","0","0.0818","0.132","0.00359","0.129","0.583","104.981","4"
"spotify:track:4WdDXnj1AxoRpuX7eEvFCh","Winterfall","Moodswings In To Order","DPR IAN","2022-07-29","216360","52","True","rap","DREAM PERFECT REGIME (DPR)","0.483","0.414","6","-9.115","0","0.0385","0.629","0.0158","0.263","0.189","99.042","4"
"spotify:track:6rgMOrZmsa3eKZfRSw1587","Calico","Moodswings In To Order","DPR IAN","2022-07-29","222520","58","False","rap","DREAM PERFECT REGIME (DPR)","0.867","0.522","10","-8.06","0","0.0388","0.289","0","0.0948","0.788","99.972","4"
"spotify:track:5SvmJngLXRLDAQ41mFsfGE","Mr. Insanity","Moodswings In To Order","DPR IAN","2022-07-29","167293","53","False","rap","DREAM PERFECT REGIME (DPR)","0.856","0.624","11","-6.667","1","0.0348","0.462","0","0.262","0.867","109.951","4"
"spotify:track:4vJfBno2d0mTjMcYn5lEln","Ballroom Extravaganza","Moodswings In To Order","DPR IAN","2022-07-29","189946","61","False","rap","DREAM PERFECT REGIME (DPR)","0.513","0.772","5","-5.789","1","0.0352","0.112","0.00081","0.121","0.409","145.084","4"
"spotify:track:3jxJsU6iTR8bmf3mbq2avt","Sometimes I'm","Moodswings In To Order","DPR IAN","2022-07-29","157173","49","False","rap","DREAM PERFECT REGIME (DPR)","0.808","0.512","4","-8.762","1","0.212","0.235","0","0.204","0.808","149.952","4"
"spotify:track:1N1ZpYUJc9fwrqk53FGgWv","Santa's Coming for Us","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","206539","51","False","pop","Monkey Puzzle/Atlantic","0.668","0.857","1","-4.485","1","0.0994","0.0202","0","0.047","0.718","93.01","4"
"spotify:track:4KevTcBXEIYxXVyPE78XXm","Candy Cane Lane","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","212386","50","False","pop","Monkey Puzzle/Atlantic","0.591","0.91","1","-4.219","0","0.0621","0.00361","5.64E-5","0.0843","0.393","130.031","4"
"spotify:track:7uoFMmxln0GPXQ0AcCBXRq","Snowman","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","165900","76","False","pop","Monkey Puzzle/Atlantic","0.717","0.524","1","-6.222","1","0.0331","0.426","0","0.0932","0.339","104.953","3"
"spotify:track:0DbGG3nbq1R3TNLkKTx6aZ","Snowflake","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","242864","40","False","pop","Monkey Puzzle/Atlantic","0.598","0.354","3","-8.568","1","0.0298","0.444","0","0.0992","0.183","134.157","4"
"spotify:track:22Vt9E25fsRcQdcUjNTUQr","Ho Ho Ho","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","205626","47","False","pop","Monkey Puzzle/Atlantic","0.713","0.734","0","-5.111","1","0.0407","0.0271","0","0.117","0.844","129.04","4"
"spotify:track:5Uj1LL6HaSFYlfyC6o42ZC","Puppies Are Forever","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","223362","37","False","pop","Monkey Puzzle/Atlantic","0.458","0.943","11","-3.565","1","0.136","0.0255","0","0.176","0.665","169.904","4"
"spotify:track:0ApkFFU362NocXTexqWPYn","Sunshine","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","205981","38","False","pop","Monkey Puzzle/Atlantic","0.625","0.849","6","-3.974","0","0.035","0.0932","0","0.064","0.604","118.009","4"
"spotify:track:6HFKeEGEJGI0rIyg2r0iLo","Underneath the Mistletoe","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","230196","43","False","pop","Monkey Puzzle/Atlantic","0.606","0.677","5","-5.571","1","0.0314","0.00973","0","0.114","0.496","123.932","4"
"spotify:track:30DnQCN64v8xBpGZpLgb6l","Everyday Is Christmas","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","203660","46","False","pop","Monkey Puzzle/Atlantic","0.555","0.521","0","-6.212","0","0.0289","0.0338","9.06E-6","0.103","0.201","148.081","3"
"spotify:track:1KuPjp2SyimuFq2Hh62Tym","Underneath the Christmas Lights","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","216568","36","False","pop","Monkey Puzzle/Atlantic","0.359","0.172","5","-9.88","1","0.0375","0.98","1.43E-5","0.104","0.164","110.522","4"
"spotify:track:7nMwW8hKct1yCCOpaNmMaY","Round and Round","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","149401","33","False","pop","Monkey Puzzle/Atlantic","0.792","0.91","11","-3.106","1","0.0764","0.051","0.00398","0.0705","0.963","119.977","4"
"spotify:track:3msZWSvVMIybnhN29nK2KM","Sing for My Life","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","224516","41","False","pop","Monkey Puzzle/Atlantic","0.548","0.502","5","-5.455","1","0.0291","0.53","1.39E-6","0.215","0.169","124.121","4"
"spotify:track:3lhTIJepO4zHFK7sllezGz","My Old Santa Claus","Everyday Is Christmas (Deluxe Edition)","Sia","2018-11-01","204325","37","False","pop","Monkey Puzzle/Atlantic","0.624","0.879","9","-4.143","1","0.139","0.0167","0","0.0754","0.722","122.018","4"
"spotify:track:6NT8CJJ0H15tDhJnY3qgSb","Inside Out","Inside Out","Gemini","2021-11-24","111053","46","False","rap","Genie Music Corporation, Stone Music Entertainment","0.704","0.654","4","-5.238","0","0.0576","0.498","2.74E-5","0.271","0.359","100.011","4"
"spotify:track:3RIDQ0NiYcV896kb0mWz3k","UFO","Inside Out","Gemini;Seori","2021-11-24","199986","53","False","rap","Genie Music Corporation, Stone Music Entertainment","0.625","0.676","6","-5.859","1","0.079","0.065","0","0.157","0.782","95.928","4"
"spotify:track:5ZferkYdwqUkvoh7Z92bhb","Light It Up","Inside Out","Gemini;Kid Milli","2021-11-24","216240","34","True","rap","Genie Music Corporation, Stone Music Entertainment","0.63","0.835","8","-4.735","0","0.166","0.14","0","0.188","0.684","161.9","4"
"spotify:track:3tgGCG1YhSC8bYUyF3g1CJ","Naked","Inside Out","Gemini;Leellamarz","2021-11-24","209346","39","True","rap","Genie Music Corporation, Stone Music Entertainment","0.81","0.708","1","-4.789","0","0.0549","0.234","0","0.102","0.749","101.994","4"
"spotify:track:2l67AOfgcLb7eMB3LyF7a4","Making Love","Inside Out","Gemini;pH-1","2021-11-24","169773","37","False","rap","Genie Music Corporation, Stone Music Entertainment","0.856","0.604","6","-4.893","0","0.0887","0.0277","1.93E-6","0.135","0.702","92.05","4"
"spotify:track:4g48Kvrs2xsALDlq8EmhbR","Slo-mo","Inside Out","Gemini","2021-11-24","191546","44","False","rap","Genie Music Corporation, Stone Music Entertainment","0.346","0.559","3","-5.192","1","0.0376","0.599","0","0.408","0.461","87.131","4"
"spotify:track:7oMO7RuNewm5fRRIEAzrYx","MIA","Inside Out","Gemini;CAMO;WOODZ","2021-11-24","195026","31","False","rap, rock, pop","Genie Music Corporation, Stone Music Entertainment","0.534","0.685","5","-6.082","0","0.0681","0.202","0","0.0961","0.445","84.912","4"
"spotify:track:1DexsORdmqTmYJjR3UlMTZ","Touch","Touch","KATSEYE","2024-08-05","129882","52","False","pop","HYBE/Geffen","0.731","0.904","0","-2.628","0","0.0435","0.54","2.1E-5","0.0943","0.77","167.033","4"
"spotify:track:51vxoV3FhWcxY6GPjpMuFL","Debut","Touch","KATSEYE","2024-08-05","123281","49","False","pop","HYBE/Geffen","0.86","0.605","11","-4.34","1","0.0782","0.00854","0","0.175","0.687","121.987","4"
"spotify:track:6lzc0Al0zfZOIFsFvBS1ki","State Of Grace (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","295413","65","False","pop","Taylor Swift","0.594","0.713","9","-5.314","1","0.0503","0.000328","0","0.114","0.328","129.958","4"
"spotify:track:4OAuvHryIVv4kMDNSLuPt6","Red (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","223093","76","False","pop","Taylor Swift","0.516","0.777","1","-4.908","0","0.0375","0.00108","1.62E-6","0.0761","0.408","125.047","4"
"spotify:track:3S7HNKPakdwNEBFIVTL6dZ","Treacherous (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","242720","64","False","pop","Taylor Swift","0.645","0.593","2","-6.506","1","0.0288","0.0344","0.000127","0.13","0.299","109.984","4"
"spotify:track:6AtZLIzUINvExIUy4QhdjP","I Knew You Were Trouble (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","219760","72","False","pop","Taylor Swift","0.584","0.557","6","-6.371","1","0.0342","0.0129","0","0.0576","0.767","154.008","4"
"spotify:track:3nsfB1vus2qaloUdcBZvDu","All Too Well (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","329160","74","False","pop","Taylor Swift","0.44","0.528","0","-7.809","1","0.0317","0.0171","0.00203","0.234","0.132","185.972","4"
"spotify:track:3yII7UwgLF6K5zW3xad3MP","22 (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","230960","71","False","pop","Taylor Swift","0.642","0.695","7","-5.62","1","0.0281","0.000443","1.02E-5","0.0753","0.642","103.984","4"
"spotify:track:2r9CbjYgFhtAmcFv1cSquB","I Almost Do (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","244586","65","False","pop","Taylor Swift","0.511","0.559","4","-6.587","1","0.0264","0.0167","0","0.113","0.248","145.88","4"
"spotify:track:5YqltLsjdqFtvqE7Nrysvs","We Are Never Ever Getting Back Together (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","193146","73","False","pop","Taylor Swift","0.567","0.686","7","-6.139","1","0.175","0.0317","1.86E-6","0.0732","0.716","172.014","4"
"spotify:track:7eQj6r5PIdYKEIZjucBMcq","Stay Stay Stay (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","205786","62","False","pop","Taylor Swift","0.693","0.681","0","-7.039","1","0.025","0.0848","0","0.0768","0.663","100.02","4"
"spotify:track:0y6kdSRCVQhSsHSpWvTUm7","The Last Time (feat. Gary Lightbody of Snow Patrol) (Taylor’s Version)","Red (Taylor's Version)","Taylor Swift;Gary Lightbody","2021-11-12","299080","67","False","pop","Taylor Swift","0.502","0.534","2","-5.954","1","0.0278","0.0399","0","0.0977","0.155","94.05","4"
"spotify:track:7J4b3LVCIGO4CMBDFLPoP6","Holy Ground (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","202960","63","False","pop","Taylor Swift","0.622","0.809","9","-5.623","1","0.0638","0.0288","0.00218","0.109","0.511","156.894","4"
"spotify:track:73qMN9bXy7MSPwwGfH3wQr","Sad Beautiful Tragic (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","284773","65","False","pop","Taylor Swift","0.601","0.406","7","-11.827","1","0.0275","0.622","9.19E-5","0.133","0.232","130.059","3"
"spotify:track:4e5ayHsOLJNLTGfjau2mEw","The Lucky One (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","240466","61","False","pop","Taylor Swift","0.686","0.571","4","-7.138","1","0.05","0.066","0","0.0608","0.538","117.889","4"
"spotify:track:7qEUFOVcxRI19tbT68JcYK","Everything Has Changed (feat. Ed Sheeran) (Taylor’s Version)","Red (Taylor's Version)","Taylor Swift;Ed Sheeran","2021-11-12","245426","72","False","pop","Taylor Swift","0.498","0.61","6","-5.098","1","0.0363","0.271","0","0.223","0.474","79.918","4"
"spotify:track:7A2cNLRT0YJc1yjxHlKihs","Starlight (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","220413","62","False","pop","Taylor Swift","0.628","0.685","4","-5.864","1","0.0358","0.00324","0","0.18","0.605","126.014","4"
"spotify:track:05GsNucq8Bngd9fnd4fRa0","Begin Again (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","238866","70","False","pop","Taylor Swift","0.519","0.527","7","-7.673","1","0.0274","0.075","0","0.132","0.267","78.915","4"
"spotify:track:0NRHj8hDwwmSPaA41o379r","The Moment I Knew (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","285280","62","False","pop","Taylor Swift","0.636","0.402","7","-7.855","1","0.031","0.0494","0","0.107","0.208","125.952","4"
"spotify:track:4pNApnaUWAL2J4KO2eqokq","Come Back...Be Here (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","223333","67","False","pop","Taylor Swift","0.46","0.632","4","-6.031","1","0.0302","0.0158","0","0.0822","0.399","79.846","4"
"spotify:track:0DMVrlMUn01M0IcpDbwgu7","Girl At Home (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","220520","60","False","pop","Taylor Swift","0.691","0.736","5","-6.974","1","0.0326","0.00955","1.88E-5","0.101","0.612","125.089","4"
"spotify:track:5jAIouBES8LWMiriuNq170","State Of Grace (Acoustic Version) (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","321640","61","False","pop","Taylor Swift","0.445","0.131","7","-13.778","1","0.0564","0.663","1.57E-6","0.108","0.101","208.918","3"
"spotify:track:7nWui6jiMM2m9qFmET1Mtj","Ronan (Taylor's Version)","Red (Taylor's Version)","Taylor Swift","2021-11-12","264253","57","False","pop","Taylor Swift","0.623","0.279","0","-10.802","1","0.031","0.661","0","0.193","0.38","116.04","4"
"spotify:track:4OmFmE0fzcMG6g0Y8p4eSD","Better Man (Taylor's Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift","2021-11-12","297013","71","False","pop","Taylor Swift","0.473","0.579","4","-5.824","1","0.0384","0.214","0","0.0877","0.255","73.942","4"
"spotify:track:01K4zKU104LyJ8gMb7227B","Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift;Phoebe Bridgers","2021-11-12","258812","71","False","pop","Taylor Swift","0.606","0.377","0","-9.455","1","0.0275","0.817","0","0.154","0.446","101.96","4"
"spotify:track:0v4z1tuZvn6LGknom9Qx7d","Babe (Taylor's Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift","2021-11-12","224240","66","False","pop","Taylor Swift","0.584","0.743","4","-7.075","1","0.0931","0.0538","2.83E-6","0.121","0.746","167.844","4"
"spotify:track:3z6XUommYDWPHeFhmhhT6j","Message In A Bottle (Taylor's Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift","2021-11-12","225960","73","False","pop","Taylor Swift","0.622","0.791","7","-6.106","1","0.0535","0.00188","3.72E-6","0.083","0.494","115.915","4"
"spotify:track:4CkgMiMqZ5JzW9iYXSTMTL","I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift;Chris Stapleton","2021-11-12","285106","71","True","country","Taylor Swift","0.391","0.715","0","-4.516","1","0.0495","0.167","0","0.183","0.473","149.654","3"
"spotify:track:3oGVx9RBmiYGv5ZCecWLkx","Forever Winter (Taylor's Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift","2021-11-12","263533","62","False","pop","Taylor Swift","0.611","0.552","7","-5.828","1","0.031","0.256","0","0.134","0.41","116.012","4"
"spotify:track:4IQkfUsrwXol38VV3U7t7T","Run (feat. Ed Sheeran) (Taylor’s Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift;Ed Sheeran","2021-11-12","240226","62","False","pop","Taylor Swift","0.61","0.488","3","-6.918","1","0.0293","0.817","0","0.312","0.443","125.039","4"
"spotify:track:6pYNq0ZwpPVazKzsqpf0G8","The Very First Night (Taylor's Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift","2021-11-12","200280","68","False","pop","Taylor Swift","0.678","0.733","7","-5.025","1","0.0281","0.00115","0","0.104","0.581","121.009","4"
"spotify:track:5enxwA8aAbwZbf5qCHORXi","All Too Well (10 Minute Version) (Taylor's Version) (From The Vault)","Red (Taylor's Version)","Taylor Swift","2021-11-12","613026","83","True","pop","Taylor Swift","0.631","0.518","0","-8.771","1","0.0303","0.274","0","0.088","0.205","93.023","4"
"spotify:track:4P76CEIXrrWT2cgS1YrTMr","Genesis","Dua Lipa (Deluxe)","Dua Lipa","2017-06-02","205720","56","False","pop","Warner Records","0.715","0.572","7","-6.853","1","0.0745","0.0244","0","0.26","0.429","113.02","4"
"spotify:track:2OWKDTonST8HNko3dBlPPp","Lost In Your Light (feat. Miguel)","Dua Lipa (Deluxe)","Dua Lipa;Miguel","2017-06-02","203769","52","False","pop, r&b","Warner Records","0.646","0.772","2","-3.826","1","0.0564","0.000402","0","0.102","0.414","117.097","4"
"spotify:track:5eTNdkstwKaNahHf41fJ9u","Hotter Than Hell","Dua Lipa (Deluxe)","Dua Lipa","2017-06-02","187957","63","False","pop","Warner Records","0.532","0.868","3","-4.23","0","0.0908","0.011","0","0.0584","0.529","110.127","4"
"spotify:track:7FCfMXYTIiQ9b4hDYs4Iol","Be the One","Dua Lipa (Deluxe)","Dua Lipa","2017-06-02","202914","71","False","pop","Warner Records","0.661","0.651","7","-3.771","0","0.0499","0.117","1.32E-5","0.056","0.368","87.46","4"
"spotify:track:76cy1WJvNGJTj78UqeA5zr","IDGAF","Dua Lipa (Deluxe)","Dua Lipa","2017-06-02","217946","75","True","pop","Warner Records","0.836","0.544","7","-5.975","1","0.0943","0.0403","0","0.0824","0.51","97.028","4"
"spotify:track:2eAAEa8pxKF7My0EO4rFgR","Blow Your Mind (Mwah)","Dua Lipa (Deluxe)","Dua Lipa","2017-06-02","178583","63","True","pop","Warner Records","0.654","0.796","2","-4.761","0","0.122","0.0188","0","0.0948","0.491","108.854","4"
"spotify:track:1mxaufUe16G9wOoG9ptUqr","Garden","Dua Lipa (Deluxe)","Dua Lipa","2017-06-02","227946","46","False","pop","Warner Records","0.46","0.828","10","-4.005","0","0.148","0.00475","0","0.141","0.419","151.548","4"
"spotify:track:0mDGNetRxywxqgiXFbagZh","No Goodbyes","Dua Lipa (Deluxe)","Dua Lipa","2017-06-02","216080","52","False","pop","Warner Records","0.678","0.714","0","-4.924","1","0.0408","0.00795","0","0.0827","0.307","109.021","4"
