Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:3qKtIqtLB8eyhQ9l1hmRH6,Who’s Sorry Now,Who’s Sorry Now,Isa Briones;Original Broadway Cast of Just In Time,2026-05-04,175910,49,false,Guillermina,2026-05-21T15:18:42Z,musicales,Atlantic Records,0.235,0.451,7,-5.932,0,0.0417,0.416,0,0.0916,0.239,193.286,4
spotify:track:22iFfneMU95dpTN8g0y1Rb,Agnus Dei,From The Pyre,The Last Dinner Party,2025-10-17,333379,55,false,Guillermina,2026-05-21T15:18:50Z,pop,Universal-Island Records Ltd.,0.609,0.793,5,-5.806,1,0.0309,0.0238,0.00000119,0.286,0.413,112.453,3
spotify:track:2x3mwb96B6TquRqMtbxUE1,Actually Romantic,The Life of a Showgirl,Taylor Swift,2025-10-03,163699,79,true,Guillermina,2026-05-21T15:19:00Z,pop,Taylor Swift,0.708,0.427,1,-7.804,0,0.169,0.497,0,0.103,0.718,169.949,4
spotify:track:43iIQbw5hx986dUEZbr3eN,From The Start,Bewitched,Laufey,2023-09-08,169573,88,false,Chen,2026-05-21T15:14:53Z,"jazz, pop",Laufey,0.554,0.339,1,-10.088,1,0.0779,0.886,0.00128,0.11,0.83,80.994,4
spotify:track:3bmpXHVie1GTy37OkXJ7Vc,2,ARIRANG,BTS,2026-03-20,169929,94,false,Chen,2026-05-21T15:14:59Z,pop,BIGHIT MUSIC,0.929,0.542,0,-4.395,1,0.0522,0.018,0.00000692,0.175,0.27,130.026,4
spotify:track:1j15Ar0qGDzIR0v3CQv3JL,Gnarly,Gnarly,KATSEYE,2025-04-30,137316,87,true,Chen,2026-05-21T15:15:07Z,pop,HYBE/Geffen,0.775,0.828,0,-5.191,0,0.373,0.153,0,0.13,0.663,135.021,4
spotify:track:0NrObqc8nK1XcDNPJNBKRV,UNDEFEATED,UNDEFEATED,XG;VALORANT,2024-04-12,173105,57,false,Chen,2026-05-21T15:15:14Z,pop,XGALX,0.798,0.69,1,-4.166,1,0.156,0.0606,0,0.107,0.537,160.977,4
spotify:track:7pT6WSg4PCt4mr5ZFyUfsF,If We Have Each Other,Narrated For You,Alec Benjamin,2018-11-16,181522,78,false,Chen,2026-05-21T15:15:22Z,"pop, indie",2018,0.656,0.577,10,-5.566,0,0.0802,0.698,0,0.296,0.861,173.094,4
spotify:track:2xVcCDRgG3TrH69TatsUxp,Cupido,Cupido,TINI,2023-02-14,174369,65,false,Chen,2026-05-21T15:15:28Z,"pop, latino",5020 Records,0.913,0.584,9,-5.263,1,0.223,0.521,0.0000536,0.307,0.627,119.873,4
spotify:track:39LLxExYz6ewLAcYrzQQyP,Levitating,Future Nostalgia,Dua Lipa,2020-03-27,203807,83,false,Chen,2026-05-21T15:15:33Z,pop,Warner Records,0.695,0.884,6,-2.278,0,0.0753,0.0561,0,0.213,0.914,103.014,4
spotify:track:6e5UOAU8hWJq7FKbHGPp2y,Under / Over,minor,Gracie Abrams,2020-07-14,141826,56,false,Chen,2026-05-21T15:15:38Z,"pop, indie","Gracie Abrams, under exclusive license to Interscope Records",0.776,0.453,11,-8.36,1,0.136,0.77,0.0000613,0.126,0.562,158,4
spotify:track:3qT67cZ6ZloAk6jDgG1Zc8,Every Rule,CRASH,Charli xcx,2022-03-18,183120,42,false,Chen,2026-05-21T15:15:43Z,pop,Atlantic Records,0.714,0.521,7,-7.384,1,0.033,0.519,0.00000232,0.117,0.336,91.957,4
spotify:track:3BuaksAZoXoIr8NoxAsIOO,Tweak,Tweak,GIRLSET,2026-03-06,148704,71,false,Chen,2026-05-21T15:15:48Z,pop,A2K-VCHA,0.547,0.725,5,-4.946,1,0.07,0.0438,0,0.176,0.438,152.922,4
spotify:track:09QfIIP4NUx4A3thmovb2o,Perfecta,El Templo del Pop,Miranda!,2008-04-01,225413,80,true,Chen,2026-05-21T15:15:52Z,"pop, latino",Pelo Music S.A.,0.648,0.727,0,-5.45,1,0.0361,0.178,0,0.335,0.839,169.941,4
spotify:track:7AJ4RXkc0JWZqeQqzymSjv,Travesuras,Travesuras,Nicky Jam,2014-01-27,195369,72,false,Chen,2026-05-21T15:15:58Z,"reggaetón, latino",Nicky Jam,0.787,0.791,1,-5.607,1,0.0599,0.146,0,0.106,0.887,93.995,4
spotify:track:4VrWlk8IQxevMvERoX08iC,Chandelier,1000 Forms Of Fear,Sia,2014-07-04,216120,84,false,Chen,2026-05-21T15:16:17Z,"pop, indie",Monkey Puzzle Records/RCA Records,0.399,0.787,1,-2.88,1,0.0499,0.0197,0.0000607,0.0685,0.572,117.089,5
spotify:track:1DIBkKqsREnKgxpZ5RJjRf,Potra,Nafta,NAFTA,2019-10-18,257898,55,false,Chen,2026-05-21T15:16:28Z,latino,NAFTA,0.481,0.649,0,-9.431,1,0.0483,0.131,0.0598,0.129,0.496,88.302,4
spotify:track:6dgUya35uo964z7GZXM07g,Nonsense,emails i can't send,Sabrina Carpenter,2022-07-15,163648,85,false,Chen,2026-05-21T15:16:35Z,pop,Island Records,0.74,0.697,8,-4.912,1,0.034,0.0268,0,0.224,0.732,138.992,4
spotify:track:3oNnzH6hmqIGIhJ1NcHlrh,CORAZÓN VACÍO,CORAZÓN VACÍO,Maria Becerra,2023-06-22,160535,64,false,Camila,2026-05-21T23:49:21Z,"rap, latino",WEA Latina,0.681,0.792,1,-4.795,1,0.0587,0.334,0.00000205,0.295,0.4,98.09,4
spotify:track:7CSmXJNeArnwDfUmtP4Gve,8 AM,8 AM,Nicki Nicole;Young Miko,2023-05-17,147603,56,true,Camila,2026-05-21T23:49:30Z,"rap, latino",Sony Music Latin/DALE PLAY Records,0.678,0.44,11,-7.57,0,0.281,0.301,0.00000178,0.113,0.314,94.033,4
spotify:track:4foIsT0s9Ime0OPxTpl6N6,Ella Dice,TINI TINI TINI,TINI;KHEA,2020-12-03,161060,56,false,Camila,2026-05-21T23:49:38Z,"rap, latino, pop",5020 Records,0.838,0.751,5,-2.864,0,0.0812,0.221,0.00000223,0.133,0.706,91.982,4
spotify:track:0B8yu7yLe1UsXv6gewHRv2,Pintao,Desde el Fin del Mundo,Duki;YSY A;Rei,2021-04-22,167340,65,false,Camila,2026-05-21T23:49:51Z,"rap, latino",SSJ Records / DALE PLAY Records,0.735,0.797,2,-5.328,1,0.0638,0.143,0,0.0823,0.471,105.765,3
spotify:track:46xx1V1UK5085ekWgIntp8,Hijo de la Noche,Hijo de la Noche,Duki;C.R.O;YSY A,2018-04-20,206884,63,true,Camila,2026-05-21T23:50:04Z,"rap, latino",DALE PLAY Records,0.699,0.821,4,-4.161,0,0.035,0.193,0,0.258,0.324,129.975,4
spotify:track:1BOLgpXolZEcIaCEIuFhPM,Flow 2000,Flow 2000,Bad Gyal,2021-10-14,155213,60,false,Camila,2026-05-21T23:50:11Z,latino,Bad Gyal Aftercluv/Interscope,0.844,0.802,6,-3.781,0,0.0622,0.0249,0,0.184,0.372,95.13,4
spotify:track:4PJ3umtW1aWdfh5EITHc6T,Te Robaré,Intimo,Nicky Jam;Ozuna,2019-11-01,201818,69,false,Camila,2026-05-21T23:51:04Z,"reggaetón,latino, rap",Sony Music Latin,0.673,0.752,2,-3.572,0,0.0561,0.241,0.0000451,0.0813,0.797,175.997,4
spotify:track:0JOUrhZGMCx3lk9VosAQWl,El Desorden,El Desorden,Ozuna;Daddy Yankee;Plan B,2017-11-17,190243,63,false,Camila,2026-05-21T23:51:13Z,"reggaetón,latino, rap",Pina Records,0.838,0.81,9,-3.175,0,0.0891,0.22,0.0000131,0.0817,0.889,164.04,4
spotify:track:7vNt6L1pQRjPPEvb03jpyt,Un Bellaqueo,Un Bellaqueo,Ozuna;Pusho;Alexio;Juanka,2016-06-22,218592,63,true,Camila,2026-05-21T23:51:20Z,"reggaetón,latino, rap",Rimas Entertainment LLC,0.895,0.789,5,-3.802,0,0.0895,0.3,0.0000086,0.158,0.96,88.004,4
spotify:track:0ug5NqcwcFR2xrfTkc7k8e,Style,1989 (Deluxe),Taylor Swift,2014-01-01,231000,86,false,Camila,2026-05-21T23:55:44Z,pop,Taylor Swift,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,4
spotify:track:5RPdXtlqeRK4Qtgkix042H,Fantasmas,Safari,Miranda!,2014-05-05,214621,58,false,Camila,2026-05-21T23:55:53Z,"pop, latino",Pelo Music S.A.,0.691,0.843,2,-4.409,1,0.0389,0.038,0.0062,0.0557,0.485,126.001,4
spotify:track:017PF4Q3l4DBUiWoXk4OWT,Break My Heart,Future Nostalgia,Dua Lipa,2020-03-27,221820,82,false,Camila,2026-05-22T00:04:00Z,pop,Warner Records,0.73,0.729,4,-3.434,0,0.0884,0.167,0.00000139,0.349,0.467,113.011,4
spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,Blank Space,1989 (Deluxe),Taylor Swift,2014-01-01,231826,86,false,Camila,2026-05-22T00:04:07Z,pop,Taylor Swift,0.76,0.703,5,-5.412,1,0.054,0.103,0,0.0913,0.57,95.997,4
spotify:track:5N3hjp1WNayUPZrA8kJmJP,Please Please Please,Please Please Please,Sabrina Carpenter,2024-06-06,186365,80,true,Camila,2026-05-22T00:04:13Z,pop,Island Records,0.669,0.586,9,-6.073,1,0.054,0.274,0,0.104,0.579,107.071,4
spotify:track:68lbSrXDORS51pmyjZv712,SWIM,ARIRANG,BTS,2026-03-20,159007,98,false,Antonella,2026-05-21T15:10:21Z,pop,BIGHIT MUSIC,0.531,0.706,6,-5.487,0,0.0638,0.153,0,0.117,0.157,93.811,4
spotify:track:3J8uUvHttFs8zlYxoiPVe3,VELOCIDADE,DUAL,SANTOS BRAVOS,2026-03-13,133746,76,false,Antonella,2026-05-21T15:11:36Z,pop,Republic Records - SANTOS BRAVOS,0.849,0.824,1,-5.029,1,0.0778,0.0647,0.000117,0.106,0.856,123.01,4
spotify:track:170rMcJktySvm1YG7dC7mR,The Show,The Show,DPR IAN,2026-04-03,167000,69,false,Antonella,2026-05-21T15:11:53Z,pop,DREAM PERFECT REGIME (DPR),0.771,0.488,2,-8.737,1,0.0469,0.241,0.000141,0.097,0.597,120.003,4
spotify:track:4lpvCG7eNzHAXwvMxWUNjz,No Blueberries,Moodswings In This Order,DPR IAN;DPR LIVE;CL,2021-03-11,185106,61,false,Antonella,2026-05-21T15:12:09Z,pop,DREAM PERFECT REGIME (DPR),0.721,0.617,4,-6.178,0,0.0386,0.507,0,0.252,0.902,148.032,4
spotify:track:4vJfBno2d0mTjMcYn5lEln,Ballroom Extravaganza,Moodswings In To Order,DPR IAN,2022-07-29,189946,61,false,Antonella,2026-05-21T15:12:12Z,rap,DREAM PERFECT REGIME (DPR),0.513,0.772,5,-5.789,1,0.0352,0.112,0.00081,0.121,0.409,145.084,4
spotify:track:2qwplOI7upNGwg2mLVrraw,Nerves,Moodswings In This Order,DPR IAN,2021-03-11,195013,61,false,Antonella,2026-05-21T15:12:16Z,rap,DREAM PERFECT REGIME (DPR),0.627,0.662,11,-4.773,0,0.035,0.264,0,0.115,0.321,140.007,4
spotify:track:7uoFMmxln0GPXQ0AcCBXRq,Snowman,Everyday Is Christmas (Deluxe Edition),Sia,2018-11-01,165900,76,false,Antonella,2026-05-21T15:12:25Z,pop,Monkey Puzzle/Atlantic,0.717,0.524,1,-6.222,1,0.0331,0.426,0,0.0932,0.339,104.953,3
spotify:track:3RIDQ0NiYcV896kb0mWz3k,UFO,Inside Out,Gemini;Seori,2021-11-24,199986,53,false,Antonella,2026-05-21T15:12:45Z,rap,"Genie Music Corporation, Stone Music Entertainment",0.625,0.676,6,-5.859,1,0.079,0.065,0,0.157,0.782,95.928,4
spotify:track:76RVMGUn5zpjDcLETRDgeJ,CALONE,CALONE,Tiffany Day,2021-06-04,176516,47,true,Antonella,2026-05-21T15:12:52Z,pop,Tiffany Day,0.942,0.509,6,-6.918,0,0.155,0.157,0.000015,0.0822,0.91,141.97,4
spotify:track:6aJn7Cst74cj4lNIiPRgav,Touch,Touch,KATSEYE,2024-07-26,129882,87,false,Antonella,2026-05-21T15:12:58Z,pop,HYBE/Geffen,0.739,0.904,5,-2.655,0,0.0442,0.549,0.0000103,0.0948,0.788,167.033,4
spotify:track:4cgjA7B4fJBHyB9Ya2bu0t,Human Nature,Thriller,Michael Jackson,1982-11-30,245837,92,false,Antonella,2026-05-21T15:13:04Z,"pop, rock",Epic,0.628,0.409,2,-14.348,1,0.0306,0.498,0.00565,0.29,0.755,93.005,4
spotify:track:6AtZLIzUINvExIUy4QhdjP,I Knew You Were Trouble (Taylor's Version),Red (Taylor's Version),Taylor Swift,2021-11-12,219760,72,false,Antonella,2026-05-21T15:13:12Z,pop,Taylor Swift,0.584,0.557,6,-6.371,1,0.0342,0.0129,0,0.0576,0.767,154.008,4
spotify:track:2ekn2ttSfGqwhhate0LSR0,New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,209320,79,false,Antonella,2026-05-21T15:13:18Z,pop,Warner Records,0.762,0.7,9,-6.021,0,0.0694,0.00261,0.0000156,0.153,0.608,116.073,4
spotify:track:4KGGeE7RJsgLNZmnxGFlOj,Falling Behind,Everything I Know About Love,Laufey,2022-08-26,173640,83,false,Antonella,2026-05-21T15:13:29Z,"jazz, pop",Laufey,0.449,0.353,7,-12.986,1,0.0915,0.942,0.0786,0.109,0.55,165.888,4
spotify:track:5BaWu0bYT7XPaIYyXJOZvJ,Tu Misterioso Alguien,Miranda Es Imposible!,Miranda!,2009-07-25,244800,73,false,Antonella,2026-05-21T15:13:35Z,"pop, latino",Pelo Music S.A.,0.665,0.785,5,-5.584,1,0.025,0.0329,0.000119,0.173,0.676,115.993,4
